protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,pair_schedule,matched_rreq_timing,discovery_record_count,discovery_candidate_path_total,discovery_multi_candidate_count,discovery_candidate_fingerprints_json,discovery_records_json,scheduled_unicast_flows,scheduled_broadcast_flows,scheduled_distinct_unicast_pairs,observed_distinct_unicast_pairs,scheduled_rate_per_min,scheduled_trace_sha256,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
meshecho,35,600.0,36,36,0,0.833333,0.833333,0.0,0.573594,0.429722,0.573594,2.287744,2.431616,30,30,0,330,66,264,60,23.73888,13.91129,0.023185,9.400596,37.828214,47.22881,1.574294,0.791296,0.429722,6713,9457,16170,0.415152,7151,0.442239,948,0,196,8,4,4,32,4,0,0,0.755918,0.8,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,24,4,"[{""key"":[14,41,4],""candidate_count"":8,""sha256"":""e71425f8d7449c24cec83081c65cc6cf838f4e492f35a38d1bb9695fa6407f08""},{""key"":[26,27,1],""candidate_count"":6,""sha256"":""0625765a9b8589b8476bb1a54f3ada0232d42b4bd0ff7d567605212787380e37""},{""key"":[27,30,3],""candidate_count"":6,""sha256"":""fd6deb3e235a958fbd93e69c4dd9bdfb36225cc7e8c8e796a72d9ef448181298""},{""key"":[40,2,2],""candidate_count"":4,""sha256"":""246b206db24cf448216749c1b6d2801157631a7b1fb018b11c37c1c732d4f77a""}]","[{""key"":[14,41,4],""started_at"":21.172954717197793,""closed_at"":23.172954717197793,""candidate_paths"":[[14,3,41],[14,7,8,41],[14,24,41],[14,29,10,28,41],[14,32,16,41],[14,33,41],[14,34,41],[14,35,46,41]],""selected_path"":[14,33,41]},{""key"":[26,27,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[26,12,27],[26,17,27],[26,40,9,27],[26,40,20,27],[26,40,27],[26,43,27]],""selected_path"":[26,40,27]},{""key"":[27,30,3],""started_at"":14.647180923049065,""closed_at"":16.647180923049063,""candidate_paths"":[[27,10,30],[27,12,26,30],[27,16,32,30],[27,38,30],[27,47,18,30],[27,49,30]],""selected_path"":[27,10,30]},{""key"":[40,2,2],""started_at"":11.907534522272735,""closed_at"":13.907534522272735,""candidate_paths"":[[40,0,2],[40,14,2],[40,19,31,2],[40,48,34,2]],""selected_path"":[40,0,2]}]",36,0,4,4,3.6,a5f9871b4c552da23281b2575cff7e89c35257147a7148978fcae89cfcb18a0a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,4,1.0,0.04081632653061224,0,2.0,0.47893001825235215,0.998897496139575,0.9999958158180241,0.9999999885258685,0.9999999999999698,0.17142857142857143,0.05061224489795919
meshtastic-like,36,600.0,33,33,0,0.666667,1.0,0.0,0.610352,0.598203,0.610352,1.461901,1.69166,33,22,0,512,465,47,47,36.831232,20.456329,0.034094,14.585168,59.276672,73.86184,3.357356,1.674147,0.598203,7127,17961,25088,0.28408,15631,0.623047,4223,1503,0,0,0,0,0,0,0,0,0.0,0.091797,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],33,0,4,4,3.3,ee22ffb37e31b472dc98f2223a37ca58e4a7dee7654991972df7895d633396d1,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.7000149933113213,0.99956605741109,0.9999981116985418,0.9999999971374072,0.9999999999999641,0.13224489795918368,0.04
meshcore-like,36,600.0,33,33,0,0.333333,0.424242,0.0,0.618682,0.41931,0.618682,2.194227,2.323712,14,11,0,248,26,222,21,17.840128,8.033505,0.013389,7.064691,27.842407,34.907097,3.173372,1.62183,0.41931,3234,8918,12152,0.266129,7048,0.579987,773,0,196,5,4,2,15,18,0,0,0.0,0.895161,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[19,36,2],""candidate_count"":6,""sha256"":""c3fe017a8e0c4d6680414bedd5da1121ffedf678e87286b9fa22dc0febbdfe4a""},{""key"":[24,28,3],""candidate_count"":3,""sha256"":""46ad140c689b3ed985f52878dad43817472996b95281fe692b311fa9b2f47ce6""},{""key"":[32,29,4],""candidate_count"":6,""sha256"":""617f743645f81235d94b3be524d71c374b3c13a790d3d538830c73b792e81254""},{""key"":[37,10,1],""candidate_count"":7,""sha256"":""869498bc1aa6c155836d178a45bc23a7e5e42e1a092f2b6855aa9ebdeeb177a7""}]","[{""key"":[19,36,2],""started_at"":6.399117056531828,""closed_at"":8.399117056531828,""candidate_paths"":[[19,8,36],[19,15,36],[19,30,36],[19,35,46,36],[19,36],[19,48,33,36]],""selected_path"":[19,36]},{""key"":[24,28,3],""started_at"":48.56605769524613,""closed_at"":50.56605769524613,""candidate_paths"":[[24,9,5,28],[24,13,28],[24,28]],""selected_path"":[24,28]},{""key"":[32,29,4],""started_at"":67.66184993843757,""closed_at"":69.66184993843757,""candidate_paths"":[[32,6,29],[32,16,29],[32,26,29],[32,27,8,29],[32,29],[32,42,29]],""selected_path"":[32,29]},{""key"":[37,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[37,7,6,10],[37,7,10],[37,7,23,10],[37,15,10],[37,30,10],[37,33,10],[37,36,10]],""selected_path"":[37,7,10]}]",33,0,4,4,3.3,ee22ffb37e31b472dc98f2223a37ca58e4a7dee7654991972df7895d633396d1,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.025510204081632654,0,1.5,0.7000149933113213,0.99956605741109,0.9999981116985418,0.9999999971374072,0.9999999999999641,0.13224489795918368,0.04
etx-mesh,36,600.0,33,33,0,0.333333,0.424242,0.0,0.618682,0.41931,0.618682,2.194227,2.323712,14,11,0,248,26,222,21,17.840128,8.033505,0.013389,7.064691,27.842407,34.907097,3.173372,1.62183,0.41931,3234,8918,12152,0.266129,7048,0.579987,773,0,196,5,4,2,15,18,0,0,0.371265,0.895161,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[19,36,2],""candidate_count"":6,""sha256"":""c3fe017a8e0c4d6680414bedd5da1121ffedf678e87286b9fa22dc0febbdfe4a""},{""key"":[24,28,3],""candidate_count"":3,""sha256"":""46ad140c689b3ed985f52878dad43817472996b95281fe692b311fa9b2f47ce6""},{""key"":[32,29,4],""candidate_count"":6,""sha256"":""617f743645f81235d94b3be524d71c374b3c13a790d3d538830c73b792e81254""},{""key"":[37,10,1],""candidate_count"":7,""sha256"":""869498bc1aa6c155836d178a45bc23a7e5e42e1a092f2b6855aa9ebdeeb177a7""}]","[{""key"":[19,36,2],""started_at"":6.399117056531828,""closed_at"":8.399117056531828,""candidate_paths"":[[19,8,36],[19,15,36],[19,30,36],[19,35,46,36],[19,36],[19,48,33,36]],""selected_path"":[19,36]},{""key"":[24,28,3],""started_at"":48.56605769524613,""closed_at"":50.56605769524613,""candidate_paths"":[[24,9,5,28],[24,13,28],[24,28]],""selected_path"":[24,28]},{""key"":[32,29,4],""started_at"":67.66184993843757,""closed_at"":69.66184993843757,""candidate_paths"":[[32,6,29],[32,16,29],[32,26,29],[32,27,8,29],[32,29],[32,42,29]],""selected_path"":[32,29]},{""key"":[37,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[37,7,6,10],[37,7,10],[37,7,23,10],[37,15,10],[37,30,10],[37,33,10],[37,36,10]],""selected_path"":[37,7,10]}]",33,0,4,4,3.3,ee22ffb37e31b472dc98f2223a37ca58e4a7dee7654991972df7895d633396d1,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.025510204081632654,0,1.5,0.7000149933113213,0.99956605741109,0.9999981116985418,0.9999999971374072,0.9999999999999641,0.13224489795918368,0.04
ett-mesh,36,600.0,33,33,0,0.333333,0.424242,0.0,0.618682,0.41931,0.618682,2.194227,2.323712,14,11,0,248,26,222,21,17.840128,8.033505,0.013389,7.064691,27.842407,34.907097,3.173372,1.62183,0.41931,3234,8918,12152,0.266129,7048,0.579987,773,0,196,5,4,2,15,18,0,0,0.860622,0.895161,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[19,36,2],""candidate_count"":6,""sha256"":""c3fe017a8e0c4d6680414bedd5da1121ffedf678e87286b9fa22dc0febbdfe4a""},{""key"":[24,28,3],""candidate_count"":3,""sha256"":""46ad140c689b3ed985f52878dad43817472996b95281fe692b311fa9b2f47ce6""},{""key"":[32,29,4],""candidate_count"":6,""sha256"":""617f743645f81235d94b3be524d71c374b3c13a790d3d538830c73b792e81254""},{""key"":[37,10,1],""candidate_count"":7,""sha256"":""869498bc1aa6c155836d178a45bc23a7e5e42e1a092f2b6855aa9ebdeeb177a7""}]","[{""key"":[19,36,2],""started_at"":6.399117056531828,""closed_at"":8.399117056531828,""candidate_paths"":[[19,8,36],[19,15,36],[19,30,36],[19,35,46,36],[19,36],[19,48,33,36]],""selected_path"":[19,36]},{""key"":[24,28,3],""started_at"":48.56605769524613,""closed_at"":50.56605769524613,""candidate_paths"":[[24,9,5,28],[24,13,28],[24,28]],""selected_path"":[24,28]},{""key"":[32,29,4],""started_at"":67.66184993843757,""closed_at"":69.66184993843757,""candidate_paths"":[[32,6,29],[32,16,29],[32,26,29],[32,27,8,29],[32,29],[32,42,29]],""selected_path"":[32,29]},{""key"":[37,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[37,7,6,10],[37,7,10],[37,7,23,10],[37,15,10],[37,30,10],[37,33,10],[37,36,10]],""selected_path"":[37,7,10]}]",33,0,4,4,3.3,ee22ffb37e31b472dc98f2223a37ca58e4a7dee7654991972df7895d633396d1,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.025510204081632654,0,1.5,0.7000149933113213,0.99956605741109,0.9999981116985418,0.9999999971374072,0.9999999999999641,0.13224489795918368,0.04
minhop-mesh,36,600.0,33,33,0,0.333333,0.393939,0.0,0.443404,0.286651,0.443404,1.001421,1.35968,13,11,0,248,26,222,21,17.840128,8.223916,0.013707,7.064691,27.888864,34.953554,3.177596,1.62183,0.286651,3298,8854,12152,0.271396,7015,0.577271,894,0,196,5,4,2,15,18,0,0,0.89762,0.895161,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,24,4,"[{""key"":[19,36,2],""candidate_count"":6,""sha256"":""e00462840c4174ee641c562e426ca1563bfe42c20f450aa16e89e4a1d8c65fc3""},{""key"":[24,28,3],""candidate_count"":8,""sha256"":""b5aa78e856da5e6f8d9c87b7239143c65c1961bab1ba1c90b8ddb4347773997d""},{""key"":[32,29,4],""candidate_count"":3,""sha256"":""1005039b9ddd0f72ccf0e7dc0259caf337e4a612ac26061441c8a66c5a32cedb""},{""key"":[37,10,1],""candidate_count"":7,""sha256"":""869498bc1aa6c155836d178a45bc23a7e5e42e1a092f2b6855aa9ebdeeb177a7""}]","[{""key"":[19,36,2],""started_at"":6.399117056531828,""closed_at"":8.399117056531828,""candidate_paths"":[[19,7,36],[19,8,36],[19,15,36],[19,36],[19,37,41,36],[19,40,13,36]],""selected_path"":[19,36]},{""key"":[24,28,3],""started_at"":48.56605769524613,""closed_at"":50.56605769524613,""candidate_paths"":[[24,13,15,28],[24,13,28],[24,28],[24,33,22,28],[24,36,28],[24,46,5,28],[24,46,28],[24,46,37,28]],""selected_path"":[24,28]},{""key"":[32,29,4],""started_at"":67.66184993843757,""closed_at"":69.66184993843757,""candidate_paths"":[[32,6,29],[32,29],[32,40,8,29]],""selected_path"":[32,29]},{""key"":[37,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[37,7,6,10],[37,7,10],[37,7,23,10],[37,15,10],[37,30,10],[37,33,10],[37,36,10]],""selected_path"":[37,7,10]}]",33,0,4,4,3.3,ee22ffb37e31b472dc98f2223a37ca58e4a7dee7654991972df7895d633396d1,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.025510204081632654,0,1.5,0.7000149933113213,0.99956605741109,0.9999981116985418,0.9999999971374072,0.9999999999999641,0.13224489795918368,0.04
meshecho,36,600.0,33,33,0,0.69697,0.727273,0.0,0.536103,0.396869,0.536103,2.287744,2.431616,24,23,0,297,52,245,42,21.364992,11.380343,0.018967,8.460537,33.566396,42.026933,1.827258,0.928913,0.396869,5162,9391,14553,0.354703,7064,0.485398,656,0,196,7,4,4,29,4,0,0,0.837459,0.824916,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[19,36,2],""candidate_count"":5,""sha256"":""4f7af6b648e7c80e5ddd8f23954fa3ad615afb39ebe54d15a114ea5694777a39""},{""key"":[24,28,3],""candidate_count"":6,""sha256"":""3a275e025ab075bd7e79a9367ee618b887f05a0ae8c3c7d2f11b92230cfe9689""},{""key"":[32,29,4],""candidate_count"":3,""sha256"":""1005039b9ddd0f72ccf0e7dc0259caf337e4a612ac26061441c8a66c5a32cedb""},{""key"":[37,10,1],""candidate_count"":7,""sha256"":""869498bc1aa6c155836d178a45bc23a7e5e42e1a092f2b6855aa9ebdeeb177a7""}]","[{""key"":[19,36,2],""started_at"":6.399117056531828,""closed_at"":8.399117056531828,""candidate_paths"":[[19,8,36],[19,15,36],[19,30,36],[19,48,33,36],[19,49,46,36]],""selected_path"":[19,15,36]},{""key"":[24,28,3],""started_at"":48.56605769524613,""closed_at"":50.56605769524613,""candidate_paths"":[[24,13,28],[24,14,37,28],[24,28],[24,36,28],[24,47,5,28],[24,47,12,28]],""selected_path"":[24,13,28]},{""key"":[32,29,4],""started_at"":67.66184993843757,""closed_at"":69.66184993843757,""candidate_paths"":[[32,6,29],[32,29],[32,40,8,29]],""selected_path"":[32,29]},{""key"":[37,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[37,7,6,10],[37,7,10],[37,7,23,10],[37,15,10],[37,30,10],[37,33,10],[37,36,10]],""selected_path"":[37,7,10]}]",33,0,4,4,3.3,ee22ffb37e31b472dc98f2223a37ca58e4a7dee7654991972df7895d633396d1,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,3,1.0,0.03571428571428571,0,1.75,0.7000149933113213,0.99956605741109,0.9999981116985418,0.9999999971374072,0.9999999999999641,0.13224489795918368,0.04
meshtastic-like,37,600.0,52,52,0,0.557692,0.980769,0.0,0.348488,0.449759,0.348488,1.315206,1.315593,51,29,0,796,737,59,59,57.261056,33.435297,0.055725,22.675378,92.459187,115.134565,3.970157,1.974519,0.449759,11574,27430,39004,0.296739,23639,0.606066,7246,2397,0,0,0,0,0,0,0,0,0.0,0.074121,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],52,0,4,4,5.2,e324413f320ab7b9dfdde74de73a4d41a82befa09f16bd489c3b823b6089a0c4,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.3862813398910735,0.9968037345427366,0.9999842207245093,0.9999999852736774,0.9999999999998033,0.19673469387755102,0.054693877551020405
meshcore-like,37,600.0,52,52,0,0.192308,0.192308,0.0,0.502131,0.358259,0.502131,1.323002,1.466874,10,10,0,244,23,221,20,17.552384,8.727502,0.014546,6.950744,27.918205,34.868949,3.486895,1.755238,0.358259,3038,8918,11956,0.254098,7466,0.624456,980,0,196,5,4,1,12,40,0,0,0.0,0.905738,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[1,33,2],""candidate_count"":5,""sha256"":""540e1a0e61d78b650d801ab0735ca4e8afae53319c84fa474d8d027efd0a332a""},{""key"":[16,32,4],""candidate_count"":3,""sha256"":""34e12a54c8d5c26f4d9b3919a1c6f4a56e33b9ebbc4cbb46e1812d7bd75010cc""},{""key"":[34,25,3],""candidate_count"":5,""sha256"":""b71884c936d2135f881a920a73b47e87d06d092efcb8bdea09159bd3a8a32d68""},{""key"":[39,6,1],""candidate_count"":8,""sha256"":""9aaeb07fe83511fb758f9db7d1c163a60c16ce5d7c785af0f5c39d51f44c04ba""}]","[{""key"":[1,33,2],""started_at"":3.030725279735279,""closed_at"":5.030725279735279,""candidate_paths"":[[1,8,33],[1,14,33],[1,23,6,33],[1,23,18,33],[1,23,20,33]],""selected_path"":[1,8,33]},{""key"":[16,32,4],""started_at"":13.504976821110857,""closed_at"":15.504976821110857,""candidate_paths"":[[16,27,1,32],[16,27,30,32],[16,40,32]],""selected_path"":[16,40,32]},{""key"":[34,25,3],""started_at"":11.285476789729566,""closed_at"":13.285476789729566,""candidate_paths"":[[34,5,13,25],[34,8,44,25],[34,15,25],[34,18,25],[34,43,24,25]],""selected_path"":[34,15,25]},{""key"":[39,6,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[39,6],[39,21,6],[39,34,6],[39,34,40,6],[39,36,48,6],[39,38,33,6],[39,41,6],[39,46,9,6]],""selected_path"":[39,6]}]",52,0,4,4,5.2,e324413f320ab7b9dfdde74de73a4d41a82befa09f16bd489c3b823b6089a0c4,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,1,1,0.25,0.025510204081632654,0,2.0,0.3862813398910735,0.9968037345427366,0.9999842207245093,0.9999999852736774,0.9999999999998033,0.19673469387755102,0.054693877551020405
etx-mesh,37,600.0,52,52,0,0.134615,0.173077,0.0,0.287744,0.38208,0.287744,1.430195,0.287744,9,7,0,240,22,218,17,17.26464,8.288128,0.013814,6.836797,27.358276,34.195073,4.88501,2.466377,0.38208,2909,8851,11760,0.247364,7452,0.633673,934,0,196,5,4,1,12,40,0,0,0.299429,0.908333,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,25,4,"[{""key"":[1,33,2],""candidate_count"":5,""sha256"":""540e1a0e61d78b650d801ab0735ca4e8afae53319c84fa474d8d027efd0a332a""},{""key"":[16,32,4],""candidate_count"":7,""sha256"":""37fc1e813518cda68062163bb841b152acc3f9b7e82ec6d271e4996855b937b6""},{""key"":[34,25,3],""candidate_count"":5,""sha256"":""b71884c936d2135f881a920a73b47e87d06d092efcb8bdea09159bd3a8a32d68""},{""key"":[39,6,1],""candidate_count"":8,""sha256"":""9aaeb07fe83511fb758f9db7d1c163a60c16ce5d7c785af0f5c39d51f44c04ba""}]","[{""key"":[1,33,2],""started_at"":3.030725279735279,""closed_at"":5.030725279735279,""candidate_paths"":[[1,8,33],[1,14,33],[1,23,6,33],[1,23,18,33],[1,23,20,33]],""selected_path"":[1,14,33]},{""key"":[16,32,4],""started_at"":13.504976821110857,""closed_at"":15.504976821110857,""candidate_paths"":[[16,27,11,32],[16,27,30,32],[16,27,32],[16,27,34,32],[16,40,10,32],[16,40,32],[16,41,32]],""selected_path"":[16,41,32]},{""key"":[34,25,3],""started_at"":11.285476789729566,""closed_at"":13.285476789729566,""candidate_paths"":[[34,5,13,25],[34,8,44,25],[34,15,25],[34,18,25],[34,43,24,25]],""selected_path"":[34,18,25]},{""key"":[39,6,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[39,6],[39,21,6],[39,34,6],[39,34,40,6],[39,36,48,6],[39,38,33,6],[39,41,6],[39,46,9,6]],""selected_path"":[39,6]}]",52,0,4,4,5.2,e324413f320ab7b9dfdde74de73a4d41a82befa09f16bd489c3b823b6089a0c4,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,1,1,0.25,0.025510204081632654,0,2.0,0.3862813398910735,0.9968037345427366,0.9999842207245093,0.9999999852736774,0.9999999999998033,0.19673469387755102,0.054693877551020405
ett-mesh,37,600.0,52,52,0,0.134615,0.173077,0.0,0.287744,0.38208,0.287744,1.430195,0.287744,9,7,0,240,22,218,17,17.26464,8.288128,0.013814,6.836797,27.358276,34.195073,4.88501,2.466377,0.38208,2909,8851,11760,0.247364,7452,0.633673,934,0,196,5,4,1,12,40,0,0,0.837136,0.908333,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,25,4,"[{""key"":[1,33,2],""candidate_count"":5,""sha256"":""540e1a0e61d78b650d801ab0735ca4e8afae53319c84fa474d8d027efd0a332a""},{""key"":[16,32,4],""candidate_count"":7,""sha256"":""37fc1e813518cda68062163bb841b152acc3f9b7e82ec6d271e4996855b937b6""},{""key"":[34,25,3],""candidate_count"":5,""sha256"":""b71884c936d2135f881a920a73b47e87d06d092efcb8bdea09159bd3a8a32d68""},{""key"":[39,6,1],""candidate_count"":8,""sha256"":""9aaeb07fe83511fb758f9db7d1c163a60c16ce5d7c785af0f5c39d51f44c04ba""}]","[{""key"":[1,33,2],""started_at"":3.030725279735279,""closed_at"":5.030725279735279,""candidate_paths"":[[1,8,33],[1,14,33],[1,23,6,33],[1,23,18,33],[1,23,20,33]],""selected_path"":[1,14,33]},{""key"":[16,32,4],""started_at"":13.504976821110857,""closed_at"":15.504976821110857,""candidate_paths"":[[16,27,11,32],[16,27,30,32],[16,27,32],[16,27,34,32],[16,40,10,32],[16,40,32],[16,41,32]],""selected_path"":[16,41,32]},{""key"":[34,25,3],""started_at"":11.285476789729566,""closed_at"":13.285476789729566,""candidate_paths"":[[34,5,13,25],[34,8,44,25],[34,15,25],[34,18,25],[34,43,24,25]],""selected_path"":[34,18,25]},{""key"":[39,6,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[39,6],[39,21,6],[39,34,6],[39,34,40,6],[39,36,48,6],[39,38,33,6],[39,41,6],[39,46,9,6]],""selected_path"":[39,6]}]",52,0,4,4,5.2,e324413f320ab7b9dfdde74de73a4d41a82befa09f16bd489c3b823b6089a0c4,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,1,1,0.25,0.025510204081632654,0,2.0,0.3862813398910735,0.9968037345427366,0.9999842207245093,0.9999999852736774,0.9999999999998033,0.19673469387755102,0.054693877551020405
minhop-mesh,37,600.0,52,52,0,0.346154,0.346154,0.0,0.525952,0.38208,0.525952,2.287744,2.431616,18,18,0,286,48,238,36,20.573696,11.337473,0.018896,8.147184,32.847536,40.994719,2.277484,1.142983,0.38208,4622,9392,14014,0.329813,7505,0.535536,865,0,196,6,4,2,24,28,0,0,0.746055,0.832168,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[1,33,2],""candidate_count"":9,""sha256"":""80f00a09d0f7aa1370bc845da48ec929b461a3b211ac352a9c9605ef8b066f42""},{""key"":[16,32,4],""candidate_count"":3,""sha256"":""93ea8f7a06074d252cb900f95eb39e18875e9c26d247a655e260d4e466d951a3""},{""key"":[34,25,3],""candidate_count"":5,""sha256"":""bd3e5241ca3d73e1b16afdc8314aca35953c4e6ddbee1943eb4ca9d4b7b36636""},{""key"":[39,6,1],""candidate_count"":4,""sha256"":""6b09365285f94c97baa79bc0b43885294fad8e60bbfc85541dbe9a34c0efbe1c""}]","[{""key"":[1,33,2],""started_at"":3.030725279735279,""closed_at"":5.030725279735279,""candidate_paths"":[[1,8,33],[1,24,33],[1,29,33],[1,48,6,33],[1,48,10,33],[1,48,20,33],[1,48,33],[1,48,38,33],[1,48,45,33]],""selected_path"":[1,48,33]},{""key"":[16,32,4],""started_at"":13.504976821110857,""closed_at"":15.504976821110857,""candidate_paths"":[[16,27,30,32],[16,28,32],[16,40,32]],""selected_path"":[16,40,32]},{""key"":[34,25,3],""started_at"":11.285476789729566,""closed_at"":13.285476789729566,""candidate_paths"":[[34,7,42,25],[34,15,25],[34,29,13,25],[34,46,25],[34,47,9,25]],""selected_path"":[34,15,25]},{""key"":[39,6,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[39,6],[39,23,43,6],[39,34,6],[39,38,33,6]],""selected_path"":[39,6]}]",52,0,4,4,5.2,e324413f320ab7b9dfdde74de73a4d41a82befa09f16bd489c3b823b6089a0c4,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,2,0.5,0.030612244897959183,0,2.0,0.3862813398910735,0.9968037345427366,0.9999842207245093,0.9999999852736774,0.9999999999998033,0.19673469387755102,0.054693877551020405
meshecho,37,600.0,52,52,0,0.288462,0.307692,0.0,0.349141,0.2374,0.349141,0.643872,0.866163,16,15,0,261,34,227,24,18.775296,9.107843,0.01518,7.435017,29.612662,37.04768,2.469845,1.251686,0.2374,3552,9237,12789,0.277739,7445,0.582141,720,0,196,7,4,2,24,28,0,0,0.836571,0.869732,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,19,4,"[{""key"":[1,33,2],""candidate_count"":7,""sha256"":""9ecf17c0623d05fb3739ea6265dc4e86cc33f593284efc2facf516967919f145""},{""key"":[16,32,4],""candidate_count"":4,""sha256"":""eefcf31488f0b0010ccb4e81382b24babe7a28faf70323cb5815d44a47ccce88""},{""key"":[34,25,3],""candidate_count"":4,""sha256"":""029e9e740db804a9e7058d8c05e53165768516056a8ef2894747af7e6622b569""},{""key"":[39,6,1],""candidate_count"":4,""sha256"":""4e7111cc5483c50ef33f94b3809d7025fffc1e1812fe868be590a16dd8063fbd""}]","[{""key"":[1,33,2],""started_at"":3.030725279735279,""closed_at"":5.030725279735279,""candidate_paths"":[[1,14,33],[1,17,6,33],[1,17,20,33],[1,17,47,33],[1,24,26,33],[1,24,45,33],[1,44,33]],""selected_path"":[1,14,33]},{""key"":[16,32,4],""started_at"":13.504976821110857,""closed_at"":15.504976821110857,""candidate_paths"":[[16,10,32],[16,11,31,32],[16,27,32],[16,32]],""selected_path"":[16,32]},{""key"":[34,25,3],""started_at"":11.285476789729566,""closed_at"":13.285476789729566,""candidate_paths"":[[34,4,24,25],[34,15,25],[34,36,42,25],[34,43,13,25]],""selected_path"":[34,15,25]},{""key"":[39,6,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[39,6],[39,23,43,6],[39,25,49,6],[39,34,6]],""selected_path"":[39,34,6]}]",52,0,4,4,5.2,e324413f320ab7b9dfdde74de73a4d41a82befa09f16bd489c3b823b6089a0c4,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.03571428571428571,0,1.5,0.3862813398910735,0.9968037345427366,0.9999842207245093,0.9999999852736774,0.9999999999998033,0.19673469387755102,0.054693877551020405
