protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,pair_schedule,matched_rreq_timing,discovery_record_count,discovery_candidate_path_total,discovery_multi_candidate_count,discovery_candidate_fingerprints_json,discovery_records_json,scheduled_unicast_flows,scheduled_broadcast_flows,scheduled_distinct_unicast_pairs,observed_distinct_unicast_pairs,scheduled_rate_per_min,scheduled_trace_sha256,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
minhop-mesh,27,600.0,47,47,0,0.787234,0.787234,0.0,0.502016,0.365921,0.502016,2.287744,2.431616,37,37,0,353,80,273,70,25.393408,15.786452,0.026311,10.05579,40.708547,50.764337,1.372009,0.686308,0.365921,7549,9748,17297,0.436434,7312,0.422732,918,0,196,7,4,4,43,4,0,0,0.791794,0.773371,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[1,4,1],""candidate_count"":5,""sha256"":""2413b0e80eeed0d352a44568c22257889a0513f9bdb27dfc3eaff84960582b29""},{""key"":[2,45,3],""candidate_count"":4,""sha256"":""ce5037074efda626789e7add31004f5428ed99b207b08628f7be869764491630""},{""key"":[31,21,4],""candidate_count"":7,""sha256"":""06cc5591974862383f23d32ba1601d28820dfc938f5dba0960e6a072b63babf5""},{""key"":[33,34,2],""candidate_count"":6,""sha256"":""6eda0cf0c6d3bfb0702083ccf6cc47c69e88c1c4870f4db6733d3252fa0f82ce""}]","[{""key"":[1,4,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[1,35,30,4],[1,35,36,4],[1,35,48,4],[1,46,4],[1,47,4]],""selected_path"":[1,46,4]},{""key"":[2,45,3],""started_at"":31.06873098037064,""closed_at"":33.06873098037064,""candidate_paths"":[[2,39,45],[2,44,45],[2,48,13,45],[2,48,33,45]],""selected_path"":[2,39,45]},{""key"":[31,21,4],""started_at"":34.59288215543253,""closed_at"":36.59288215543253,""candidate_paths"":[[31,8,21],[31,10,21],[31,21],[31,25,44,21],[31,26,21],[31,35,36,21],[31,37,34,21]],""selected_path"":[31,21]},{""key"":[33,34,2],""started_at"":17.8211374466704,""closed_at"":19.8211374466704,""candidate_paths"":[[33,13,34],[33,21,26,34],[33,21,34],[33,22,30,34],[33,37,18,34],[33,38,10,34]],""selected_path"":[33,21,34]}]",47,0,4,4,4.7,948c48c71cc7dc83b0c28d1ef96dd5849ba66d86acf8bd5d5f2eeb6db125797b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,3,1.0,0.03571428571428571,0,1.75,0.5092026737044983,0.9985663956276044,0.9999930647226376,0.9999999919032022,0.9999999999999403,0.1763265306122449,0.04979591836734694
meshecho,27,600.0,47,47,0,0.765957,0.787234,0.0,0.511964,0.365921,0.511964,2.287744,2.431616,37,36,0,353,80,273,70,25.393408,15.385088,0.025642,10.05579,40.481152,50.536942,1.403804,0.705372,0.365921,7468,9829,17297,0.431751,7241,0.418628,693,0,196,7,4,4,43,4,0,0,0.791794,0.773371,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,13,4,"[{""key"":[1,4,1],""candidate_count"":5,""sha256"":""2413b0e80eeed0d352a44568c22257889a0513f9bdb27dfc3eaff84960582b29""},{""key"":[2,45,3],""candidate_count"":3,""sha256"":""e3b6eb33ad87f852963897b218c6e8baff6ea41f6fac6b2b8f51598a5039b36f""},{""key"":[31,21,4],""candidate_count"":3,""sha256"":""e20e9ee27f8a446b366478cb63922349286ef3cd0dcfaad054029a28aaa85467""},{""key"":[33,34,2],""candidate_count"":2,""sha256"":""744c696236294966dab4456951447ec2f05d67ba06317d928c14fccc256b3735""}]","[{""key"":[1,4,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[1,35,30,4],[1,35,36,4],[1,35,48,4],[1,46,4],[1,47,4]],""selected_path"":[1,46,4]},{""key"":[2,45,3],""started_at"":31.06873098037064,""closed_at"":33.06873098037064,""candidate_paths"":[[2,9,33,45],[2,39,13,45],[2,39,45]],""selected_path"":[2,39,45]},{""key"":[31,21,4],""started_at"":34.59288215543253,""closed_at"":36.59288215543253,""candidate_paths"":[[31,10,21],[31,21],[31,34,21]],""selected_path"":[31,21]},{""key"":[33,34,2],""started_at"":17.8211374466704,""closed_at"":19.8211374466704,""candidate_paths"":[[33,20,26,34],[33,21,34]],""selected_path"":[33,21,34]}]",47,0,4,4,4.7,948c48c71cc7dc83b0c28d1ef96dd5849ba66d86acf8bd5d5f2eeb6db125797b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,3,1.0,0.03571428571428571,0,1.75,0.5092026737044983,0.9985663956276044,0.9999930647226376,0.9999999919032022,0.9999999999999403,0.1763265306122449,0.04979591836734694
meshtastic-like,28,600.0,47,47,0,0.574468,1.0,0.0,0.346861,0.480736,0.346861,1.173982,1.271462,47,27,0,677,614,63,63,48.700672,28.902385,0.048171,19.285466,78.781272,98.066738,3.632101,1.803729,0.480736,10421,22752,33173,0.314141,19762,0.595725,6238,2161,0,0,0,0,0,0,0,0,0.0,0.093058,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],47,0,4,4,4.7,a3f64f90a7dbdfaa4faf2447655fd3dacea393cb8dc48b74c06526d46bdffdb2,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.5202689761725316,0.9991207252499431,0.9999942539837856,0.9999999885085596,0.9999999999998826,0.156734693877551,0.04897959183673469
meshcore-like,28,600.0,47,47,0,0.723404,0.723404,0.0,0.476909,0.333037,0.476909,2.287744,2.431616,34,34,0,340,69,271,68,24.45824,14.446773,0.024078,9.685463,38.923621,48.609084,1.429679,0.71936,0.333037,6930,9730,16660,0.415966,7221,0.433433,703,0,196,7,4,3,32,15,0,0,0.0,0.797059,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,19,4,"[{""key"":[12,10,2],""candidate_count"":5,""sha256"":""ff2319551b5949e811f3d11ac7a84714f79f008d040e30051e94ebdd49bb3ab6""},{""key"":[15,45,4],""candidate_count"":7,""sha256"":""2cec0b878af822d22d883eb27a82ede1a23118b8b933eb76d8b775d6c9fbbfa2""},{""key"":[16,11,1],""candidate_count"":3,""sha256"":""562c5577c1e05ba57eed07063cd21410ea60165756f6b70f3ec0b7e3796ba4d4""},{""key"":[20,41,3],""candidate_count"":4,""sha256"":""3e81e5e4e8458f044da5a2802f858064cacf1a6826987b72f89d349eb9a1b53b""}]","[{""key"":[12,10,2],""started_at"":3.0777534695355917,""closed_at"":5.077753469535592,""candidate_paths"":[[12,35,5,10],[12,35,10],[12,35,39,10],[12,35,48,10],[12,44,36,10]],""selected_path"":[12,35,10]},{""key"":[15,45,4],""started_at"":24.909833348292374,""closed_at"":26.909833348292374,""candidate_paths"":[[15,8,40,45],[15,10,35,45],[15,22,49,45],[15,31,45],[15,33,37,45],[15,42,45],[15,47,45]],""selected_path"":[15,31,45]},{""key"":[16,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[16,0,47,11],[16,1,11],[16,11]],""selected_path"":[16,11]},{""key"":[20,41,3],""started_at"":5.594976220449462,""closed_at"":7.594976220449462,""candidate_paths"":[[20,5,41],[20,35,41],[20,39,41],[20,48,41]],""selected_path"":[20,5,41]}]",47,0,4,4,4.7,a3f64f90a7dbdfaa4faf2447655fd3dacea393cb8dc48b74c06526d46bdffdb2,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,3,0.75,0.03571428571428571,0,2.0,0.5202689761725316,0.9991207252499431,0.9999942539837856,0.9999999885085596,0.9999999999998826,0.156734693877551,0.04897959183673469
etx-mesh,28,600.0,47,47,0,0.425532,0.425532,0.0,0.502131,0.358259,0.502131,2.287744,2.431616,20,20,0,286,43,243,40,20.573696,10.675706,0.017793,8.147184,32.544343,40.691526,2.034576,1.028685,0.358259,4702,9312,14014,0.335522,7345,0.524119,664,0,196,7,4,2,21,26,0,0,0.296356,0.84965,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[12,10,2],""candidate_count"":8,""sha256"":""1d60327b9095b45918488ad379f0aac426306e7b603dc6c2ee5aa1407861367f""},{""key"":[15,45,4],""candidate_count"":6,""sha256"":""284b49ba16289d2b306fe92ee86c1783f120f803d31edc8a9a5b45dcde18fb26""},{""key"":[16,11,1],""candidate_count"":3,""sha256"":""562c5577c1e05ba57eed07063cd21410ea60165756f6b70f3ec0b7e3796ba4d4""},{""key"":[20,41,3],""candidate_count"":5,""sha256"":""7f7b47525b61f70b2ab79e4d8de223ef42b93c5f810528dd34ed51294d25f431""}]","[{""key"":[12,10,2],""started_at"":3.0777534695355917,""closed_at"":5.077753469535592,""candidate_paths"":[[12,16,10],[12,20,10],[12,22,10],[12,22,25,10],[12,22,39,10],[12,22,42,10],[12,23,5,10],[12,44,10]],""selected_path"":[12,16,10]},{""key"":[15,45,4],""started_at"":24.909833348292374,""closed_at"":26.909833348292374,""candidate_paths"":[[15,1,40,45],[15,22,49,45],[15,31,45],[15,36,45],[15,42,45],[15,47,45]],""selected_path"":[15,42,45]},{""key"":[16,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[16,0,47,11],[16,1,11],[16,11]],""selected_path"":[16,1,11]},{""key"":[20,41,3],""started_at"":5.594976220449462,""closed_at"":7.594976220449462,""candidate_paths"":[[20,5,41],[20,10,44,41],[20,14,31,41],[20,47,45,41],[20,48,41]],""selected_path"":[20,48,41]}]",47,0,4,4,4.7,a3f64f90a7dbdfaa4faf2447655fd3dacea393cb8dc48b74c06526d46bdffdb2,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,2,0.5,0.03571428571428571,0,2.0,0.5202689761725316,0.9991207252499431,0.9999942539837856,0.9999999885085596,0.9999999999998826,0.156734693877551,0.04897959183673469
ett-mesh,28,600.0,47,47,0,0.425532,0.425532,0.0,0.502131,0.358259,0.502131,2.287744,2.431616,20,20,0,286,43,243,40,20.573696,10.675706,0.017793,8.147184,32.544343,40.691526,2.034576,1.028685,0.358259,4702,9312,14014,0.335522,7345,0.524119,664,0,196,7,4,2,21,26,0,0,0.837247,0.84965,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[12,10,2],""candidate_count"":8,""sha256"":""1d60327b9095b45918488ad379f0aac426306e7b603dc6c2ee5aa1407861367f""},{""key"":[15,45,4],""candidate_count"":6,""sha256"":""284b49ba16289d2b306fe92ee86c1783f120f803d31edc8a9a5b45dcde18fb26""},{""key"":[16,11,1],""candidate_count"":3,""sha256"":""562c5577c1e05ba57eed07063cd21410ea60165756f6b70f3ec0b7e3796ba4d4""},{""key"":[20,41,3],""candidate_count"":5,""sha256"":""7f7b47525b61f70b2ab79e4d8de223ef42b93c5f810528dd34ed51294d25f431""}]","[{""key"":[12,10,2],""started_at"":3.0777534695355917,""closed_at"":5.077753469535592,""candidate_paths"":[[12,16,10],[12,20,10],[12,22,10],[12,22,25,10],[12,22,39,10],[12,22,42,10],[12,23,5,10],[12,44,10]],""selected_path"":[12,16,10]},{""key"":[15,45,4],""started_at"":24.909833348292374,""closed_at"":26.909833348292374,""candidate_paths"":[[15,1,40,45],[15,22,49,45],[15,31,45],[15,36,45],[15,42,45],[15,47,45]],""selected_path"":[15,42,45]},{""key"":[16,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[16,0,47,11],[16,1,11],[16,11]],""selected_path"":[16,1,11]},{""key"":[20,41,3],""started_at"":5.594976220449462,""closed_at"":7.594976220449462,""candidate_paths"":[[20,5,41],[20,10,44,41],[20,14,31,41],[20,47,45,41],[20,48,41]],""selected_path"":[20,48,41]}]",47,0,4,4,4.7,a3f64f90a7dbdfaa4faf2447655fd3dacea393cb8dc48b74c06526d46bdffdb2,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,2,0.5,0.03571428571428571,0,2.0,0.5202689761725316,0.9991207252499431,0.9999942539837856,0.9999999885085596,0.9999999999998826,0.156734693877551,0.04897959183673469
minhop-mesh,28,600.0,47,47,0,0.680851,0.680851,0.0,0.488732,0.34486,0.488732,2.287744,2.431616,32,32,0,334,67,267,64,24.026624,14.051813,0.02342,9.514543,38.180309,47.694852,1.490464,0.750832,0.34486,6685,9681,16366,0.408469,7266,0.443969,634,0,196,7,4,3,32,15,0,0,0.742021,0.799401,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[12,10,2],""candidate_count"":7,""sha256"":""51d013597a3000386fa2dee14e4698b325334adb56eb205a7da365dca98f4acc""},{""key"":[15,45,4],""candidate_count"":7,""sha256"":""9f487a68b49e339fa55358bde8b17dd116d6ccc8007c7195d2808f7cc85af8b9""},{""key"":[16,11,1],""candidate_count"":5,""sha256"":""4f893db994364d16b77cb00e59329d3c7f76e476c1902f0a3530fa38c484d580""},{""key"":[20,41,3],""candidate_count"":3,""sha256"":""0886dd68df868f922ac888c354de2a1973c49b18e83f2478f2b3ae0cc9272153""}]","[{""key"":[12,10,2],""started_at"":3.0777534695355917,""closed_at"":5.077753469535592,""candidate_paths"":[[12,5,10],[12,9,10],[12,25,39,10],[12,27,10],[12,35,10],[12,42,49,10],[12,44,10]],""selected_path"":[12,35,10]},{""key"":[15,45,4],""started_at"":24.909833348292374,""closed_at"":26.909833348292374,""candidate_paths"":[[15,8,40,45],[15,10,35,45],[15,12,45],[15,31,45],[15,36,45],[15,42,45],[15,47,45]],""selected_path"":[15,47,45]},{""key"":[16,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[16,0,47,11],[16,1,11],[16,2,11],[16,11],[16,24,11]],""selected_path"":[16,11]},{""key"":[20,41,3],""started_at"":5.594976220449462,""closed_at"":7.594976220449462,""candidate_paths"":[[20,37,41],[20,39,41],[20,48,41]],""selected_path"":[20,48,41]}]",47,0,4,4,4.7,a3f64f90a7dbdfaa4faf2447655fd3dacea393cb8dc48b74c06526d46bdffdb2,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,3,0.75,0.03571428571428571,0,2.0,0.5202689761725316,0.9991207252499431,0.9999942539837856,0.9999999885085596,0.9999999999998826,0.156734693877551,0.04897959183673469
meshecho,28,600.0,47,47,0,0.659574,0.680851,0.0,0.495215,0.34486,0.495215,2.287744,2.431616,32,31,0,335,67,268,64,24.09856,14.248656,0.023748,9.54303,38.351466,47.894496,1.544984,0.777373,0.34486,6835,9580,16415,0.416387,7210,0.439232,674,0,196,8,4,3,32,15,0,0,0.755686,0.8,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[12,10,2],""candidate_count"":8,""sha256"":""3b3bc856505fd532201f45e333dfa5e5b5f9d658bb8620acd65f7b5616baa8ef""},{""key"":[15,45,4],""candidate_count"":5,""sha256"":""fb925d8f6bf011423c929c10ed9f76eacfd400214568a0dbad67e6999493dfe2""},{""key"":[16,11,1],""candidate_count"":4,""sha256"":""7f55d1d738d85d5a3ee9f73590c5fb7b5b8dc6609df1ae16f670194cbeb48c9c""},{""key"":[20,41,3],""candidate_count"":6,""sha256"":""367e293b99c2d35d86a612378966987dec9238d4477f3db3af9853b27e303f8a""}]","[{""key"":[12,10,2],""started_at"":3.0777534695355917,""closed_at"":5.077753469535592,""candidate_paths"":[[12,16,10],[12,20,10],[12,20,33,10],[12,22,10],[12,22,25,10],[12,22,39,10],[12,23,5,10],[12,44,10]],""selected_path"":[12,22,10]},{""key"":[15,45,4],""started_at"":24.909833348292374,""closed_at"":26.909833348292374,""candidate_paths"":[[15,1,40,45],[15,12,45],[15,42,45],[15,47,44,45],[15,47,45]],""selected_path"":[15,47,45]},{""key"":[16,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[16,1,11],[16,2,11],[16,11],[16,24,11]],""selected_path"":[16,1,11]},{""key"":[20,41,3],""started_at"":5.594976220449462,""closed_at"":7.594976220449462,""candidate_paths"":[[20,1,24,41],[20,5,41],[20,35,41],[20,39,41],[20,47,45,31,41],[20,48,41]],""selected_path"":[20,48,41]}]",47,0,4,4,4.7,a3f64f90a7dbdfaa4faf2447655fd3dacea393cb8dc48b74c06526d46bdffdb2,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,3,0.75,0.04081632653061224,0,2.0,0.5202689761725316,0.9991207252499431,0.9999942539837856,0.9999999885085596,0.9999999999998826,0.156734693877551,0.04897959183673469
meshtastic-like,29,600.0,33,33,0,0.484848,1.0,0.0,0.578237,0.738841,0.578237,1.398344,1.51198,33,16,0,487,440,47,47,35.032832,20.0841,0.033473,13.873001,56.66041,70.533411,4.408338,2.189552,0.738841,7150,16713,23863,0.299627,14609,0.612203,4389,1517,0,0,0,0,0,0,0,0,0.0,0.096509,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],33,0,4,4,3.3,e0302d9d36ddc4110398c76cb800b397988c62d42c5ecacceae70c0fae68a32a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.7052885499509026,0.99886877936693,0.9999934630056581,0.999999991165433,0.9999999999999857,0.156734693877551,0.04
meshcore-like,29,600.0,33,33,0,0.242424,0.272727,0.0,0.796736,0.596309,0.796736,2.230195,2.356083,9,8,0,242,24,218,16,17.408512,7.706891,0.012845,6.893771,27.174893,34.068664,4.258583,2.176064,0.596309,2859,8999,11858,0.241103,7182,0.605667,779,0,196,6,4,2,15,18,0,0,0.0,0.900826,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[4,2,1],""candidate_count"":5,""sha256"":""0dbb3baa276697c279c54cd1cca258e5d37c0950d09de8bee59df88c9001219d""},{""key"":[43,46,3],""candidate_count"":7,""sha256"":""459a86f096da778c575d1a3a4e1a976305f900ff0fe79926acea587de8e193be""},{""key"":[48,26,2],""candidate_count"":3,""sha256"":""2d9b83808200aff7fe68a77a17e488f51579f3fe5b51a7389d75336f0c2cd00e""},{""key"":[48,45,4],""candidate_count"":6,""sha256"":""375c946c3ccf673d441acd20714ca2905f94ea7ac862a8b35df0298b666b6f25""}]","[{""key"":[4,2,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[4,2],[4,14,2],[4,30,2],[4,32,2],[4,49,29,2]],""selected_path"":[4,2]},{""key"":[43,46,3],""started_at"":57.70716062299107,""closed_at"":59.70716062299107,""candidate_paths"":[[43,3,46],[43,7,46],[43,13,27,46],[43,13,46],[43,28,46],[43,45,46],[43,46]],""selected_path"":[43,46]},{""key"":[48,26,2],""started_at"":37.295187005931595,""closed_at"":39.295187005931595,""candidate_paths"":[[48,27,46,26],[48,33,12,26],[48,34,26]],""selected_path"":[48,34,26]},{""key"":[48,45,4],""started_at"":120.74387474594599,""closed_at"":122.74387474594599,""candidate_paths"":[[48,8,36,45],[48,13,45],[48,23,45],[48,27,45],[48,30,12,45],[48,46,45]],""selected_path"":[48,13,45]}]",33,0,4,4,3.3,e0302d9d36ddc4110398c76cb800b397988c62d42c5ecacceae70c0fae68a32a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.030612244897959183,0,1.5,0.7052885499509026,0.99886877936693,0.9999934630056581,0.999999991165433,0.9999999999999857,0.156734693877551,0.04
etx-mesh,29,600.0,33,33,0,0.242424,0.272727,0.0,0.796736,0.596309,0.796736,2.230195,2.356083,9,8,0,242,24,218,16,17.408512,7.706891,0.012845,6.893771,27.174893,34.068664,4.258583,2.176064,0.596309,2859,8999,11858,0.241103,7182,0.605667,779,0,196,6,4,2,15,18,0,0,0.380085,0.900826,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[4,2,1],""candidate_count"":5,""sha256"":""0dbb3baa276697c279c54cd1cca258e5d37c0950d09de8bee59df88c9001219d""},{""key"":[43,46,3],""candidate_count"":7,""sha256"":""459a86f096da778c575d1a3a4e1a976305f900ff0fe79926acea587de8e193be""},{""key"":[48,26,2],""candidate_count"":3,""sha256"":""2d9b83808200aff7fe68a77a17e488f51579f3fe5b51a7389d75336f0c2cd00e""},{""key"":[48,45,4],""candidate_count"":6,""sha256"":""375c946c3ccf673d441acd20714ca2905f94ea7ac862a8b35df0298b666b6f25""}]","[{""key"":[4,2,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[4,2],[4,14,2],[4,30,2],[4,32,2],[4,49,29,2]],""selected_path"":[4,2]},{""key"":[43,46,3],""started_at"":57.70716062299107,""closed_at"":59.70716062299107,""candidate_paths"":[[43,3,46],[43,7,46],[43,13,27,46],[43,13,46],[43,28,46],[43,45,46],[43,46]],""selected_path"":[43,46]},{""key"":[48,26,2],""started_at"":37.295187005931595,""closed_at"":39.295187005931595,""candidate_paths"":[[48,27,46,26],[48,33,12,26],[48,34,26]],""selected_path"":[48,34,26]},{""key"":[48,45,4],""started_at"":120.74387474594599,""closed_at"":122.74387474594599,""candidate_paths"":[[48,8,36,45],[48,13,45],[48,23,45],[48,27,45],[48,30,12,45],[48,46,45]],""selected_path"":[48,13,45]}]",33,0,4,4,3.3,e0302d9d36ddc4110398c76cb800b397988c62d42c5ecacceae70c0fae68a32a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.030612244897959183,0,1.5,0.7052885499509026,0.99886877936693,0.9999934630056581,0.999999991165433,0.9999999999999857,0.156734693877551,0.04
ett-mesh,29,600.0,33,33,0,0.242424,0.272727,0.0,0.796736,0.596309,0.796736,2.230195,2.356083,9,8,0,242,24,218,16,17.408512,7.706891,0.012845,6.893771,27.174893,34.068664,4.258583,2.176064,0.596309,2859,8999,11858,0.241103,7182,0.605667,779,0,196,6,4,2,15,18,0,0,0.865096,0.900826,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[4,2,1],""candidate_count"":5,""sha256"":""0dbb3baa276697c279c54cd1cca258e5d37c0950d09de8bee59df88c9001219d""},{""key"":[43,46,3],""candidate_count"":7,""sha256"":""459a86f096da778c575d1a3a4e1a976305f900ff0fe79926acea587de8e193be""},{""key"":[48,26,2],""candidate_count"":3,""sha256"":""2d9b83808200aff7fe68a77a17e488f51579f3fe5b51a7389d75336f0c2cd00e""},{""key"":[48,45,4],""candidate_count"":6,""sha256"":""375c946c3ccf673d441acd20714ca2905f94ea7ac862a8b35df0298b666b6f25""}]","[{""key"":[4,2,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[4,2],[4,14,2],[4,30,2],[4,32,2],[4,49,29,2]],""selected_path"":[4,2]},{""key"":[43,46,3],""started_at"":57.70716062299107,""closed_at"":59.70716062299107,""candidate_paths"":[[43,3,46],[43,7,46],[43,13,27,46],[43,13,46],[43,28,46],[43,45,46],[43,46]],""selected_path"":[43,46]},{""key"":[48,26,2],""started_at"":37.295187005931595,""closed_at"":39.295187005931595,""candidate_paths"":[[48,27,46,26],[48,33,12,26],[48,34,26]],""selected_path"":[48,34,26]},{""key"":[48,45,4],""started_at"":120.74387474594599,""closed_at"":122.74387474594599,""candidate_paths"":[[48,8,36,45],[48,13,45],[48,23,45],[48,27,45],[48,30,12,45],[48,46,45]],""selected_path"":[48,13,45]}]",33,0,4,4,3.3,e0302d9d36ddc4110398c76cb800b397988c62d42c5ecacceae70c0fae68a32a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.030612244897959183,0,1.5,0.7052885499509026,0.99886877936693,0.9999934630056581,0.999999991165433,0.9999999999999857,0.156734693877551,0.04
minhop-mesh,29,600.0,33,33,0,0.606061,0.666667,0.0,0.56976,0.41006,0.56976,2.28055,2.431616,22,20,0,287,48,239,37,20.645632,11.005769,0.018343,8.17567,32.725281,40.900951,2.045048,1.032282,0.41006,4794,9269,14063,0.340895,7227,0.513902,853,0,196,6,4,4,29,4,0,0,0.840348,0.832753,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[4,2,1],""candidate_count"":4,""sha256"":""379558470b6d725040bea85998172c1c93cecd5b7425ccc5a44764fcc64c9efa""},{""key"":[43,46,3],""candidate_count"":7,""sha256"":""929dd4fc5e4654ba88b4ae4add84586ef5661f4953372f78c8cb406a34efb879""},{""key"":[48,26,2],""candidate_count"":2,""sha256"":""88d30dfba4ee61c0bea2d81c619b31617cded24eddabc013ecc80bade605e79e""},{""key"":[48,45,4],""candidate_count"":7,""sha256"":""7df55d7f5b5aa407ba397bc6c59638554c48d8fa046f92b2d5aece968da89283""}]","[{""key"":[4,2,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[4,2],[4,14,2],[4,30,2],[4,49,29,2]],""selected_path"":[4,2]},{""key"":[43,46,3],""started_at"":57.70716062299107,""closed_at"":59.70716062299107,""candidate_paths"":[[43,13,46],[43,14,46],[43,25,1,46],[43,25,46],[43,36,46],[43,45,46],[43,46]],""selected_path"":[43,46]},{""key"":[48,26,2],""started_at"":37.295187005931595,""closed_at"":39.295187005931595,""candidate_paths"":[[48,23,26],[48,28,26]],""selected_path"":[48,28,26]},{""key"":[48,45,4],""started_at"":120.74387474594599,""closed_at"":122.74387474594599,""candidate_paths"":[[48,2,45],[48,3,36,45],[48,23,45],[48,26,45],[48,32,12,45],[48,32,45],[48,46,45]],""selected_path"":[48,23,45]}]",33,0,4,4,3.3,e0302d9d36ddc4110398c76cb800b397988c62d42c5ecacceae70c0fae68a32a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,2,1.0,0.030612244897959183,0,1.5,0.7052885499509026,0.99886877936693,0.9999934630056581,0.999999991165433,0.9999999999999857,0.156734693877551,0.04
